,name,target_label,height,width,x_min,x_max,y_min,y_max
294,4_294.png,4,28,28,2,30,2,30
295,8_295.png,8,28,28,37,65,37,65
296,0_296.png,0,28,28,31,59,31,59
297,4_297.png,4,28,28,24,52,24,52
298,3_298.png,3,28,28,41,69,41,69
299,6_299.png,6,28,28,40,68,40,68
300,8_300.png,8,28,28,3,31,3,31
301,7_301.png,7,28,28,35,63,35,63
302,6_302.png,6,28,28,23,51,23,51
303,0_303.png,0,28,28,27,55,27,55
304,9_304.png,9,28,28,15,43,15,43
305,7_305.png,7,28,28,28,56,28,56
306,5_306.png,5,28,28,40,68,40,68
307,7_307.png,7,28,28,7,35,7,35
308,2_308.png,2,28,28,24,52,24,52
309,1_309.png,1,28,28,34,62,34,62
310,1_310.png,1,28,28,7,35,7,35
311,6_311.png,6,28,28,2,30,2,30
312,8_312.png,8,28,28,28,56,28,56
313,9_313.png,9,28,28,20,48,20,48
314,4_314.png,4,28,28,37,65,37,65
315,1_315.png,1,28,28,13,41,13,41
316,5_316.png,5,28,28,15,43,15,43
317,2_317.png,2,28,28,35,63,35,63
318,2_318.png,2,28,28,0,28,0,28
319,9_319.png,9,28,28,21,49,21,49
320,0_320.png,0,28,28,1,29,1,29
321,3_321.png,3,28,28,34,62,34,62
322,9_322.png,9,28,28,17,45,17,45
323,6_323.png,6,28,28,7,35,7,35
324,7_324.png,7,28,28,26,54,26,54
325,2_325.png,2,28,28,2,30,2,30
326,0_326.png,0,28,28,13,41,13,41
327,3_327.png,3,28,28,35,63,35,63
328,5_328.png,5,28,28,36,64,36,64
329,4_329.png,4,28,28,5,33,5,33
330,3_330.png,3,28,28,24,52,24,52
331,6_331.png,6,28,28,21,49,21,49
332,5_332.png,5,28,28,13,41,13,41
333,8_333.png,8,28,28,24,52,24,52
334,9_334.png,9,28,28,29,57,29,57
335,5_335.png,5,28,28,6,34,6,34
336,4_336.png,4,28,28,3,31,3,31
337,7_337.png,7,28,28,2,30,2,30
338,4_338.png,4,28,28,22,50,22,50
339,2_339.png,2,28,28,20,48,20,48
340,7_340.png,7,28,28,5,33,5,33
341,3_341.png,3,28,28,11,39,11,39
342,4_342.png,4,28,28,30,58,30,58
343,8_343.png,8,28,28,17,45,17,45
344,9_344.png,9,28,28,16,44,16,44
345,1_345.png,1,28,28,7,35,7,35
346,9_346.png,9,28,28,36,64,36,64
347,2_347.png,2,28,28,1,29,1,29
348,8_348.png,8,28,28,11,39,11,39
349,7_349.png,7,28,28,37,65,37,65
350,9_350.png,9,28,28,5,33,5,33
351,1_351.png,1,28,28,25,53,25,53
352,8_352.png,8,28,28,39,67,39,67
353,7_353.png,7,28,28,22,50,22,50
354,4_354.png,4,28,28,36,64,36,64
355,1_355.png,1,28,28,8,36,8,36
356,3_356.png,3,28,28,17,45,17,45
357,1_357.png,1,28,28,16,44,16,44
358,1_358.png,1,28,28,39,67,39,67
359,0_359.png,0,28,28,31,59,31,59
360,2_360.png,2,28,28,36,64,36,64
361,3_361.png,3,28,28,15,43,15,43
362,9_362.png,9,28,28,39,67,39,67
363,4_363.png,4,28,28,35,63,35,63
364,9_364.png,9,28,28,38,66,38,66
365,2_365.png,2,28,28,22,50,22,50
366,1_366.png,1,28,28,2,30,2,30
367,6_367.png,6,28,28,1,29,1,29
368,8_368.png,8,28,28,0,28,0,28
369,4_369.png,4,28,28,15,43,15,43
370,7_370.png,7,28,28,28,56,28,56
371,7_371.png,7,28,28,7,35,7,35
372,4_372.png,4,28,28,13,41,13,41
373,4_373.png,4,28,28,3,31,3,31
374,9_374.png,9,28,28,14,42,14,42
375,2_375.png,2,28,28,19,47,19,47
376,5_376.png,5,28,28,27,55,27,55
377,7_377.png,7,28,28,20,48,20,48
378,2_378.png,2,28,28,32,60,32,60
379,4_379.png,4,28,28,27,55,27,55
380,4_380.png,4,28,28,18,46,18,46
381,2_381.png,2,28,28,1,29,1,29
382,1_382.png,1,28,28,21,49,21,49
383,9_383.png,9,28,28,16,44,16,44
384,7_384.png,7,28,28,10,38,10,38
385,2_385.png,2,28,28,8,36,8,36
386,8_386.png,8,28,28,32,60,32,60
387,7_387.png,7,28,28,15,43,15,43
388,6_388.png,6,28,28,5,33,5,33
389,9_389.png,9,28,28,35,63,35,63
390,2_390.png,2,28,28,19,47,19,47
391,2_391.png,2,28,28,17,45,17,45
392,3_392.png,3,28,28,41,69,41,69
393,8_393.png,8,28,28,32,60,32,60
394,1_394.png,1,28,28,16,44,16,44
395,6_395.png,6,28,28,27,55,27,55
396,5_396.png,5,28,28,35,63,35,63
397,1_397.png,1,28,28,8,36,8,36
398,1_398.png,1,28,28,21,49,21,49
399,0_399.png,0,28,28,29,57,29,57
400,2_400.png,2,28,28,29,57,29,57
401,6_401.png,6,28,28,31,59,31,59
402,4_402.png,4,28,28,27,55,27,55
403,5_403.png,5,28,28,5,33,5,33
404,8_404.png,8,28,28,15,43,15,43
405,3_405.png,3,28,28,27,55,27,55
406,1_406.png,1,28,28,22,50,22,50
407,5_407.png,5,28,28,41,69,41,69
408,1_408.png,1,28,28,0,28,0,28
409,9_409.png,9,28,28,9,37,9,37
410,2_410.png,2,28,28,17,45,17,45
411,7_411.png,7,28,28,42,70,42,70
412,4_412.png,4,28,28,9,37,9,37
413,4_413.png,4,28,28,37,65,37,65
414,4_414.png,4,28,28,34,62,34,62
415,8_415.png,8,28,28,33,61,33,61
416,1_416.png,1,28,28,7,35,7,35
417,5_417.png,5,28,28,38,66,38,66
418,8_418.png,8,28,28,15,43,15,43
419,9_419.png,9,28,28,7,35,7,35
420,5_420.png,5,28,28,29,57,29,57
421,6_421.png,6,28,28,32,60,32,60
422,7_422.png,7,28,28,16,44,16,44
423,9_423.png,9,28,28,6,34,6,34
424,9_424.png,9,28,28,10,38,10,38
425,3_425.png,3,28,28,20,48,20,48
426,7_426.png,7,28,28,2,30,2,30
427,0_427.png,0,28,28,26,54,26,54
428,9_428.png,9,28,28,33,61,33,61
429,0_429.png,0,28,28,33,61,33,61
430,6_430.png,6,28,28,13,41,13,41
431,6_431.png,6,28,28,42,70,42,70
432,2_432.png,2,28,28,36,64,36,64
433,3_433.png,3,28,28,35,63,35,63
434,9_434.png,9,28,28,29,57,29,57
435,0_435.png,0,28,28,24,52,24,52
436,7_436.png,7,28,28,38,66,38,66
437,5_437.png,5,28,28,27,55,27,55
438,4_438.png,4,28,28,20,48,20,48
439,8_439.png,8,28,28,8,36,8,36
440,0_440.png,0,28,28,18,46,18,46
441,9_441.png,9,28,28,37,65,37,65
442,4_442.png,4,28,28,41,69,41,69
443,1_443.png,1,28,28,16,44,16,44
444,2_444.png,2,28,28,2,30,2,30
445,8_445.png,8,28,28,35,63,35,63
446,7_446.png,7,28,28,4,32,4,32
447,1_447.png,1,28,28,15,43,15,43
448,2_448.png,2,28,28,7,35,7,35
449,6_449.png,6,28,28,2,30,2,30
450,1_450.png,1,28,28,28,56,28,56
451,0_451.png,0,28,28,9,37,9,37
452,3_452.png,3,28,28,33,61,33,61
453,0_453.png,0,28,28,28,56,28,56
454,1_454.png,1,28,28,4,32,4,32
455,1_455.png,1,28,28,27,55,27,55
456,8_456.png,8,28,28,41,69,41,69
457,2_457.png,2,28,28,6,34,6,34
458,0_458.png,0,28,28,32,60,32,60
459,3_459.png,3,28,28,28,56,28,56
460,9_460.png,9,28,28,2,30,2,30
461,4_461.png,4,28,28,5,33,5,33
462,0_462.png,0,28,28,39,67,39,67
463,5_463.png,5,28,28,24,52,24,52
464,0_464.png,0,28,28,42,70,42,70
465,6_465.png,6,28,28,0,28,0,28
466,1_466.png,1,28,28,40,68,40,68
467,7_467.png,7,28,28,19,47,19,47
468,7_468.png,7,28,28,23,51,23,51
469,8_469.png,8,28,28,19,47,19,47
470,1_470.png,1,28,28,41,69,41,69
471,9_471.png,9,28,28,1,29,1,29
472,2_472.png,2,28,28,40,68,40,68
473,0_473.png,0,28,28,31,59,31,59
474,5_474.png,5,28,28,16,44,16,44
475,1_475.png,1,28,28,30,58,30,58
476,2_476.png,2,28,28,9,37,9,37
477,2_477.png,2,28,28,33,61,33,61
478,7_478.png,7,28,28,36,64,36,64
479,3_479.png,3,28,28,17,45,17,45
480,5_480.png,5,28,28,13,41,13,41
481,4_481.png,4,28,28,38,66,38,66
482,9_482.png,9,28,28,4,32,4,32
483,7_483.png,7,28,28,9,37,9,37
484,1_484.png,1,28,28,31,59,31,59
485,8_485.png,8,28,28,21,49,21,49
486,3_486.png,3,28,28,30,58,30,58
487,9_487.png,9,28,28,31,59,31,59
488,6_488.png,6,28,28,7,35,7,35
489,0_489.png,0,28,28,22,50,22,50
490,3_490.png,3,28,28,40,68,40,68
491,1_491.png,1,28,28,7,35,7,35
492,1_492.png,1,28,28,18,46,18,46
493,2_493.png,2,28,28,7,35,7,35
494,6_494.png,6,28,28,4,32,4,32
495,3_495.png,3,28,28,28,56,28,56
496,5_496.png,5,28,28,42,70,42,70
497,7_497.png,7,28,28,15,43,15,43
498,6_498.png,6,28,28,16,44,16,44
499,8_499.png,8,28,28,20,48,20,48
500,3_500.png,3,28,28,10,38,10,38
501,9_501.png,9,28,28,5,33,5,33
502,5_502.png,5,28,28,0,28,0,28
503,8_503.png,8,28,28,10,38,10,38
504,5_504.png,5,28,28,41,69,41,69
505,7_505.png,7,28,28,34,62,34,62
506,6_506.png,6,28,28,34,62,34,62
507,1_507.png,1,28,28,20,48,20,48
508,1_508.png,1,28,28,40,68,40,68
509,3_509.png,3,28,28,18,46,18,46
510,1_510.png,1,28,28,34,62,34,62
511,7_511.png,7,28,28,32,60,32,60
512,5_512.png,5,28,28,23,51,23,51
513,5_513.png,5,28,28,7,35,7,35
514,5_514.png,5,28,28,31,59,31,59
515,2_515.png,2,28,28,42,70,42,70
516,5_516.png,5,28,28,15,43,15,43
517,8_517.png,8,28,28,20,48,20,48
518,7_518.png,7,28,28,27,55,27,55
519,0_519.png,0,28,28,2,30,2,30
520,9_520.png,9,28,28,0,28,0,28
521,7_521.png,7,28,28,1,29,1,29
522,7_522.png,7,28,28,3,31,3,31
523,5_523.png,5,28,28,21,49,21,49
524,0_524.png,0,28,28,27,55,27,55
525,9_525.png,9,28,28,27,55,27,55
526,0_526.png,0,28,28,37,65,37,65
527,0_527.png,0,28,28,34,62,34,62
528,8_528.png,8,28,28,3,31,3,31
529,9_529.png,9,28,28,28,56,28,56
530,2_530.png,2,28,28,4,32,4,32
531,4_531.png,4,28,28,4,32,4,32
532,8_532.png,8,28,28,11,39,11,39
533,1_533.png,1,28,28,15,43,15,43
534,6_534.png,6,28,28,4,32,4,32
535,1_535.png,1,28,28,15,43,15,43
536,6_536.png,6,28,28,18,46,18,46
537,5_537.png,5,28,28,29,57,29,57
538,1_538.png,1,28,28,36,64,36,64
539,8_539.png,8,28,28,6,34,6,34
540,3_540.png,3,28,28,41,69,41,69
541,4_541.png,4,28,28,3,31,3,31
542,0_542.png,0,28,28,27,55,27,55
543,5_543.png,5,28,28,33,61,33,61
544,5_544.png,5,28,28,39,67,39,67
545,8_545.png,8,28,28,38,66,38,66
546,3_546.png,3,28,28,33,61,33,61
547,6_547.png,6,28,28,15,43,15,43
548,2_548.png,2,28,28,39,67,39,67
549,3_549.png,3,28,28,37,65,37,65
550,9_550.png,9,28,28,33,61,33,61
551,2_551.png,2,28,28,2,30,2,30
552,1_552.png,1,28,28,20,48,20,48
553,1_553.png,1,28,28,13,41,13,41
554,5_554.png,5,28,28,5,33,5,33
555,2_555.png,2,28,28,14,42,14,42
556,1_556.png,1,28,28,19,47,19,47
557,3_557.png,3,28,28,11,39,11,39
558,2_558.png,2,28,28,21,49,21,49
559,8_559.png,8,28,28,27,55,27,55
560,7_560.png,7,28,28,32,60,32,60
561,3_561.png,3,28,28,40,68,40,68
562,7_562.png,7,28,28,41,69,41,69
563,2_563.png,2,28,28,7,35,7,35
564,4_564.png,4,28,28,7,35,7,35
565,6_565.png,6,28,28,6,34,6,34
566,9_566.png,9,28,28,7,35,7,35
567,7_567.png,7,28,28,23,51,23,51
568,2_568.png,2,28,28,27,55,27,55
569,4_569.png,4,28,28,1,29,1,29
570,2_570.png,2,28,28,4,32,4,32
571,8_571.png,8,28,28,9,37,9,37
572,1_572.png,1,28,28,10,38,10,38
573,1_573.png,1,28,28,11,39,11,39
574,3_574.png,3,28,28,8,36,8,36
575,8_575.png,8,28,28,22,50,22,50
576,4_576.png,4,28,28,35,63,35,63
577,0_577.png,0,28,28,5,33,5,33
578,6_578.png,6,28,28,22,50,22,50
579,5_579.png,5,28,28,5,33,5,33
580,9_580.png,9,28,28,7,35,7,35
581,3_581.png,3,28,28,14,42,14,42
582,0_582.png,0,28,28,8,36,8,36
583,9_583.png,9,28,28,0,28,0,28
584,2_584.png,2,28,28,4,32,4,32
585,4_585.png,4,28,28,27,55,27,55
586,7_586.png,7,28,28,25,53,25,53
587,1_587.png,1,28,28,35,63,35,63
588,2_588.png,2,28,28,19,47,19,47
589,9_589.png,9,28,28,35,63,35,63
590,4_590.png,4,28,28,9,37,9,37
591,2_591.png,2,28,28,21,49,21,49
592,6_592.png,6,28,28,10,38,10,38
593,1_593.png,1,28,28,9,37,9,37
594,8_594.png,8,28,28,7,35,7,35
595,9_595.png,9,28,28,28,56,28,56
596,0_596.png,0,28,28,33,61,33,61
597,6_597.png,6,28,28,21,49,21,49
598,6_598.png,6,28,28,10,38,10,38
599,7_599.png,7,28,28,42,70,42,70
600,9_600.png,9,28,28,0,28,0,28
601,9_601.png,9,28,28,36,64,36,64
602,8_602.png,8,28,28,34,62,34,62
603,0_603.png,0,28,28,10,38,10,38
604,1_604.png,1,28,28,40,68,40,68
605,4_605.png,4,28,28,42,70,42,70
606,4_606.png,4,28,28,4,32,4,32
607,6_607.png,6,28,28,2,30,2,30
608,7_608.png,7,28,28,42,70,42,70
609,1_609.png,1,28,28,28,56,28,56
610,5_610.png,5,28,28,22,50,22,50
611,7_611.png,7,28,28,35,63,35,63
612,0_612.png,0,28,28,27,55,27,55
613,3_613.png,3,28,28,30,58,30,58
614,5_614.png,5,28,28,24,52,24,52
615,8_615.png,8,28,28,23,51,23,51
616,4_616.png,4,28,28,33,61,33,61
617,7_617.png,7,28,28,13,41,13,41
618,1_618.png,1,28,28,1,29,1,29
619,2_619.png,2,28,28,7,35,7,35
620,5_620.png,5,28,28,19,47,19,47
621,9_621.png,9,28,28,39,67,39,67
622,5_622.png,5,28,28,33,61,33,61
623,6_623.png,6,28,28,1,29,1,29
624,7_624.png,7,28,28,21,49,21,49
625,5_625.png,5,28,28,12,40,12,40
626,9_626.png,9,28,28,32,60,32,60
627,8_627.png,8,28,28,5,33,5,33
628,8_628.png,8,28,28,22,50,22,50
629,3_629.png,3,28,28,10,38,10,38
630,6_630.png,6,28,28,21,49,21,49
631,9_631.png,9,28,28,36,64,36,64
632,7_632.png,7,28,28,20,48,20,48
